id_tempo,data_inversa,dia_semana,horario,fase_dia
1114,2025-01-29,quarta-feira,22:00:00,Plena Noite
1115,2025-01-29,quarta-feira,20:00:00,Plena Noite
1116,2025-01-29,quarta-feira,17:18:00,Anoitecer
1117,2025-01-29,quarta-feira,23:40:00,Plena Noite
1118,2025-01-30,quinta-feira,00:00:00,Plena Noite
1119,2025-01-29,quarta-feira,23:00:00,Plena Noite
1120,2025-01-30,quinta-feira,01:10:00,Plena Noite
1121,2025-01-30,quinta-feira,05:15:00,Amanhecer
1122,2025-01-30,quinta-feira,00:30:00,Plena Noite
1123,2025-01-30,quinta-feira,03:40:00,Plena Noite
1124,2025-01-30,quinta-feira,07:00:00,Amanhecer
1125,2025-01-30,quinta-feira,06:55:00,Pleno dia
1126,2025-01-30,quinta-feira,00:10:00,Plena Noite
1127,2025-01-30,quinta-feira,07:25:00,Pleno dia
1128,2025-01-30,quinta-feira,06:50:00,Pleno dia
1129,2025-01-30,quinta-feira,07:45:00,Pleno dia
1130,2025-01-30,quinta-feira,08:30:00,Pleno dia
1131,2025-01-30,quinta-feira,09:30:00,Pleno dia
1132,2025-01-30,quinta-feira,11:30:00,Pleno dia
1133,2025-01-30,quinta-feira,11:00:00,Pleno dia
1134,2025-01-30,quinta-feira,10:00:00,Pleno dia
1135,2025-01-30,quinta-feira,07:00:00,Pleno dia
1136,2025-01-30,quinta-feira,12:50:00,Pleno dia
1137,2025-01-30,quinta-feira,13:45:00,Pleno dia
1138,2025-01-30,quinta-feira,13:35:00,Pleno dia
1139,2025-01-30,quinta-feira,12:32:00,Pleno dia
1140,2025-01-30,quinta-feira,13:00:00,Pleno dia
1141,2025-01-30,quinta-feira,14:50:00,Pleno dia
1142,2025-01-30,quinta-feira,15:00:00,Pleno dia
1143,2025-01-30,quinta-feira,12:30:00,Pleno dia
1144,2025-01-30,quinta-feira,14:00:00,Pleno dia
1145,2025-01-30,quinta-feira,13:30:00,Pleno dia
1146,2025-01-30,quinta-feira,16:10:00,Pleno dia
1147,2025-01-30,quinta-feira,15:35:00,Pleno dia
1148,2025-01-30,quinta-feira,17:28:00,Pleno dia
1149,2025-01-30,quinta-feira,17:15:00,Pleno dia
1150,2025-01-30,quinta-feira,15:50:00,Pleno dia
1151,2025-01-30,quinta-feira,17:00:00,Pleno dia
1152,2025-01-30,quinta-feira,16:30:00,Pleno dia
1153,2025-01-30,quinta-feira,18:10:00,Anoitecer
1154,2025-01-30,quinta-feira,18:30:00,Anoitecer
1155,2025-01-30,quinta-feira,18:00:00,Pleno dia
1156,2025-01-30,quinta-feira,18:25:00,Anoitecer
1157,2025-01-30,quinta-feira,21:50:00,Plena Noite
1158,2025-01-30,quinta-feira,21:00:00,Plena Noite
1159,2025-01-30,quinta-feira,20:00:00,Plena Noite
1160,2025-01-30,quinta-feira,23:20:00,Plena Noite
1161,2025-01-31,sexta-feira,00:10:00,Plena Noite
1162,2025-01-31,sexta-feira,00:01:00,Plena Noite
1163,2025-01-31,sexta-feira,02:00:00,Plena Noite
1164,2025-01-31,sexta-feira,03:40:00,Plena Noite
1165,2025-01-30,quinta-feira,23:30:00,Plena Noite
1166,2025-01-31,sexta-feira,05:50:00,Amanhecer
1167,2025-01-30,quinta-feira,17:00:00,Anoitecer
1168,2025-01-30,quinta-feira,22:00:00,Plena Noite
1169,2025-01-31,sexta-feira,07:03:00,Pleno dia
1170,2025-01-31,sexta-feira,05:30:00,Amanhecer
1171,2025-01-30,quinta-feira,17:30:00,Anoitecer
1172,2025-01-31,sexta-feira,06:00:00,Amanhecer
1173,2025-01-30,quinta-feira,19:45:00,Plena Noite
1174,2025-01-31,sexta-feira,06:27:00,Pleno dia
1175,2025-01-31,sexta-feira,07:50:00,Pleno dia
1176,2025-01-31,sexta-feira,08:45:00,Pleno dia
1177,2025-01-08,quarta-feira,13:39:00,Pleno dia
1178,2025-01-31,sexta-feira,09:10:00,Pleno dia
1179,2025-01-31,sexta-feira,10:55:00,Pleno dia
1180,2025-01-31,sexta-feira,08:50:00,Pleno dia
1181,2025-01-31,sexta-feira,12:10:00,Plena Noite
1182,2025-01-31,sexta-feira,11:17:00,Pleno dia
1183,2025-01-31,sexta-feira,12:25:00,Pleno dia
1184,2025-01-31,sexta-feira,12:10:00,Pleno dia
1185,2025-01-31,sexta-feira,11:30:00,Pleno dia
1186,2025-01-31,sexta-feira,12:45:00,Pleno dia
1187,2025-01-31,sexta-feira,15:00:00,Pleno dia
1188,2025-01-31,sexta-feira,15:15:00,Pleno dia
1189,2025-01-31,sexta-feira,15:50:00,Pleno dia
1190,2025-01-31,sexta-feira,14:00:00,Pleno dia
1191,2025-01-31,sexta-feira,15:30:00,Pleno dia
1192,2025-01-31,sexta-feira,15:20:00,Pleno dia
1193,2025-01-31,sexta-feira,16:40:00,Pleno dia
1194,2025-01-31,sexta-feira,15:55:00,Pleno dia
1195,2025-01-31,sexta-feira,16:15:00,Pleno dia
1196,2025-01-31,sexta-feira,17:15:00,Pleno dia
1197,2025-01-30,quinta-feira,13:40:00,Pleno dia
1198,2025-01-31,sexta-feira,18:27:00,Plena Noite
1199,2025-01-31,sexta-feira,18:45:00,Anoitecer
1200,2025-01-31,sexta-feira,17:10:00,Pleno dia
1201,2025-01-31,sexta-feira,17:40:00,Pleno dia
1202,2025-01-31,sexta-feira,19:00:00,Plena Noite
1203,2025-01-31,sexta-feira,17:51:00,Pleno dia
1204,2025-01-31,sexta-feira,19:30:00,Plena Noite
1205,2025-01-31,sexta-feira,14:45:00,Pleno dia
1206,2025-01-31,sexta-feira,20:40:00,Plena Noite
1207,2025-01-31,sexta-feira,20:00:00,Plena Noite
1208,2025-01-31,sexta-feira,20:15:00,Plena Noite
1209,2025-01-31,sexta-feira,22:40:00,Plena Noite
1210,2025-02-01,sábado,00:30:00,Plena Noite
1211,2025-02-01,sábado,01:30:00,Plena Noite
1212,2025-02-01,sábado,03:10:00,Plena Noite
1213,2025-02-01,sábado,02:50:00,Plena Noite
1214,2025-02-01,sábado,04:43:00,Plena Noite
1215,2025-02-01,sábado,05:20:00,Amanhecer
1216,2025-02-01,sábado,03:40:00,Plena Noite
1217,2025-02-01,sábado,03:00:00,Plena Noite
1218,2025-02-01,sábado,06:20:00,Pleno dia
1219,2025-02-01,sábado,06:15:00,Amanhecer
1220,2025-02-01,sábado,08:15:00,Pleno dia
1221,2025-02-01,sábado,07:20:00,Pleno dia
1222,2025-01-31,sexta-feira,18:30:00,Anoitecer
1223,2025-02-01,sábado,08:30:00,Pleno dia
1224,2025-02-01,sábado,09:00:00,Pleno dia
1225,2025-02-01,sábado,09:30:00,Pleno dia
1226,2025-01-31,sexta-feira,23:30:00,Plena Noite
1227,2025-02-01,sábado,08:55:00,Pleno dia
1228,2025-02-01,sábado,11:00:00,Pleno dia
1229,2025-02-01,sábado,07:50:00,Pleno dia
1230,2025-02-01,sábado,10:30:00,Pleno dia
1231,2025-02-01,sábado,09:55:00,Pleno dia
1232,2025-02-01,sábado,11:20:00,Pleno dia
1233,2025-02-01,sábado,14:30:00,Pleno dia
1234,2025-02-01,sábado,14:50:00,Pleno dia
1235,2025-02-01,sábado,15:40:00,Pleno dia
1236,2025-02-01,sábado,14:00:00,Pleno dia
1237,2025-02-01,sábado,14:45:00,Pleno dia
1238,2025-02-01,sábado,15:30:00,Pleno dia
1239,2025-02-01,sábado,18:10:00,Anoitecer
1240,2025-02-01,sábado,19:20:00,Plena Noite
1241,2025-02-01,sábado,16:35:00,Pleno dia
1242,2025-02-01,sábado,15:15:00,Pleno dia
1243,2025-02-01,sábado,17:00:00,Pleno dia
1244,2025-02-01,sábado,23:05:00,Plena Noite
1245,2025-02-01,sábado,21:20:00,Plena Noite
1246,2025-02-02,domingo,00:45:00,Plena Noite
1247,2025-02-02,domingo,03:10:00,Plena Noite
1248,2025-02-02,domingo,02:00:00,Plena Noite
1249,2025-02-02,domingo,05:30:00,Amanhecer
1250,2025-02-02,domingo,04:50:00,Plena Noite
1251,2025-02-02,domingo,06:15:00,Pleno dia
1252,2025-02-02,domingo,06:00:00,Pleno dia
1253,2025-02-02,domingo,06:00:00,Amanhecer
1254,2025-02-02,domingo,09:40:00,Pleno dia
1255,2025-02-02,domingo,11:00:00,Pleno dia
1256,2025-02-02,domingo,13:22:00,Pleno dia
1257,2025-02-02,domingo,15:40:00,Pleno dia
1258,2025-02-02,domingo,15:20:00,Pleno dia
1259,2025-02-02,domingo,16:20:00,Pleno dia
1260,2025-02-02,domingo,16:30:00,Pleno dia
1261,2025-02-02,domingo,17:25:00,Pleno dia
1262,2025-02-02,domingo,15:00:00,Pleno dia
1263,2025-02-02,domingo,19:00:00,Plena Noite
1264,2025-02-02,domingo,19:25:00,Plena Noite
1265,2025-02-02,domingo,19:03:00,Plena Noite
1266,2025-02-02,domingo,20:00:00,Plena Noite
1267,2025-02-02,domingo,19:15:00,Plena Noite
1268,2025-02-02,domingo,19:55:00,Plena Noite
1269,2025-02-02,domingo,16:40:00,Pleno dia
1270,2025-02-02,domingo,19:50:00,Plena Noite
1271,2025-01-19,domingo,12:15:00,Pleno dia
1272,2025-02-02,domingo,17:30:00,Anoitecer
1273,2025-02-02,domingo,20:00:00,Pleno dia
1274,2025-01-05,domingo,17:00:00,Pleno dia
1275,2025-02-03,segunda-feira,00:40:00,Plena Noite
1276,2025-02-03,segunda-feira,01:45:00,Plena Noite
1277,2025-02-03,segunda-feira,01:25:00,Plena Noite
1278,2025-02-03,segunda-feira,03:00:00,Plena Noite
1279,2025-02-03,segunda-feira,05:30:00,Amanhecer
1280,2025-02-03,segunda-feira,05:15:00,Amanhecer
1281,2025-02-03,segunda-feira,07:35:00,Pleno dia
1282,2025-02-03,segunda-feira,05:00:00,Amanhecer
1283,2025-02-03,segunda-feira,07:18:00,Pleno dia
1284,2025-01-22,quarta-feira,09:40:00,Pleno dia
1285,2025-02-03,segunda-feira,08:30:00,Pleno dia
1286,2025-02-03,segunda-feira,08:00:00,Pleno dia
1287,2025-02-03,segunda-feira,09:00:00,Pleno dia
1288,2025-01-25,sábado,15:43:00,Pleno dia
1289,2025-02-03,segunda-feira,06:52:00,Amanhecer
1290,2025-02-03,segunda-feira,04:00:00,Plena Noite
1291,2025-02-03,segunda-feira,08:45:00,Pleno dia
1292,2025-02-03,segunda-feira,11:05:00,Pleno dia
1293,2025-02-03,segunda-feira,10:20:00,Pleno dia
1294,2025-02-03,segunda-feira,10:45:00,Pleno dia
1295,2025-01-28,terça-feira,09:18:00,Pleno dia
1296,2025-02-03,segunda-feira,07:25:00,Pleno dia
1297,2025-02-03,segunda-feira,15:30:00,Pleno dia
1298,2025-01-17,sexta-feira,07:42:00,Pleno dia
1299,2025-02-03,segunda-feira,15:00:00,Pleno dia
1300,2025-02-03,segunda-feira,15:10:00,Pleno dia
1301,2025-02-03,segunda-feira,15:20:00,Pleno dia
1302,2025-02-03,segunda-feira,03:30:00,Plena Noite
1303,2025-02-03,segunda-feira,16:20:00,Pleno dia
1304,2025-02-03,segunda-feira,16:30:00,Pleno dia
1305,2025-02-03,segunda-feira,17:05:00,Pleno dia
1306,2025-02-03,segunda-feira,17:50:00,Anoitecer
1307,2025-02-03,segunda-feira,17:00:00,Pleno dia
1308,2025-02-03,segunda-feira,17:45:00,Pleno dia
1309,2025-02-03,segunda-feira,18:10:00,Anoitecer
1310,2025-02-03,segunda-feira,18:45:00,Anoitecer
1311,2025-02-03,segunda-feira,22:05:00,Plena Noite
1312,2025-02-03,segunda-feira,21:40:00,Plena Noite
1313,2025-02-03,segunda-feira,16:55:00,Pleno dia
1314,2025-02-03,segunda-feira,22:45:00,Plena Noite
1315,2025-02-03,segunda-feira,21:35:00,Plena Noite
1316,2025-02-04,terça-feira,01:40:00,Plena Noite
1317,2025-02-04,terça-feira,05:00:00,Amanhecer
1318,2025-02-04,terça-feira,07:30:00,Pleno dia
1319,2025-02-04,terça-feira,08:10:00,Pleno dia
1320,2025-02-04,terça-feira,09:10:00,Pleno dia
1321,2025-02-03,segunda-feira,19:12:00,Plena Noite
1322,2025-02-04,terça-feira,09:30:00,Pleno dia
1323,2025-02-04,terça-feira,09:00:00,Pleno dia
1324,2025-02-04,terça-feira,09:05:00,Pleno dia
1325,2025-02-04,terça-feira,10:15:00,Pleno dia
1326,2025-01-16,quinta-feira,05:00:00,Amanhecer
1327,2025-02-04,terça-feira,10:50:00,Pleno dia
1328,2025-02-04,terça-feira,13:02:00,Pleno dia
1329,2025-02-04,terça-feira,10:20:00,Pleno dia
1330,2025-02-04,terça-feira,11:10:00,Pleno dia
1331,2025-02-01,sábado,09:45:00,Pleno dia
1332,2025-02-04,terça-feira,10:32:00,Pleno dia
1333,2025-02-04,terça-feira,14:00:00,Pleno dia
1334,2025-02-04,terça-feira,15:00:00,Pleno dia
1335,2025-02-04,terça-feira,12:25:00,Pleno dia
1336,2025-02-04,terça-feira,15:30:00,Pleno dia
1337,2025-02-04,terça-feira,18:20:00,Plena Noite
1338,2025-02-04,terça-feira,16:45:00,Pleno dia
1339,2025-02-04,terça-feira,17:20:00,Pleno dia
1340,2025-02-04,terça-feira,12:36:00,Pleno dia
1341,2025-02-04,terça-feira,16:20:00,Pleno dia
1342,2025-02-04,terça-feira,18:00:00,Pleno dia
1343,2025-02-04,terça-feira,18:48:00,Anoitecer
1344,2025-02-04,terça-feira,19:55:00,Plena Noite
1345,2025-02-04,terça-feira,19:00:00,Plena Noite
1346,2025-02-04,terça-feira,19:40:00,Plena Noite
1347,2025-02-04,terça-feira,20:50:00,Plena Noite
1348,2025-02-04,terça-feira,18:55:00,Anoitecer
1349,2025-02-04,terça-feira,17:10:00,Anoitecer
1350,2025-02-04,terça-feira,22:30:00,Plena Noite
1351,2025-02-04,terça-feira,23:14:00,Plena Noite
1352,2025-02-04,terça-feira,20:20:00,Plena Noite
1353,2025-01-22,quarta-feira,03:00:00,Plena Noite
1354,2025-02-05,quarta-feira,01:50:00,Plena Noite
1355,2025-02-05,quarta-feira,01:20:00,Plena Noite
1356,2025-02-05,quarta-feira,01:30:00,Plena Noite
1357,2025-02-05,quarta-feira,02:50:00,Plena Noite
1358,2025-02-05,quarta-feira,04:00:00,Amanhecer
1359,2025-02-05,quarta-feira,05:15:00,Amanhecer
1360,2025-02-05,quarta-feira,06:22:00,Amanhecer
1361,2025-02-05,quarta-feira,06:30:00,Amanhecer
1362,2025-02-05,quarta-feira,04:30:00,Amanhecer
1363,2025-02-05,quarta-feira,07:51:00,Pleno dia
1364,2025-02-05,quarta-feira,09:15:00,Pleno dia
1365,2025-02-05,quarta-feira,07:50:00,Pleno dia
1366,2025-02-05,quarta-feira,06:10:00,Pleno dia
1367,2025-01-14,terça-feira,10:55:00,Pleno dia
1368,2025-02-05,quarta-feira,12:00:00,Pleno dia
1369,2025-02-05,quarta-feira,11:40:00,Pleno dia
1370,2025-02-05,quarta-feira,12:25:00,Pleno dia
1371,2025-02-05,quarta-feira,11:00:00,Pleno dia
1372,2025-02-05,quarta-feira,13:00:00,Pleno dia
1373,2025-02-05,quarta-feira,10:00:00,Pleno dia
1374,2025-02-05,quarta-feira,14:20:00,Pleno dia
1375,2025-02-05,quarta-feira,13:33:00,Pleno dia
1376,2025-02-05,quarta-feira,15:50:00,Plena Noite
1377,2025-02-05,quarta-feira,12:50:00,Pleno dia
1378,2025-02-05,quarta-feira,16:00:00,Pleno dia
1379,2025-02-05,quarta-feira,16:25:00,Pleno dia
1380,2025-02-05,quarta-feira,17:00:00,Pleno dia
1381,2025-02-05,quarta-feira,16:30:00,Pleno dia
1382,2025-02-05,quarta-feira,14:03:00,Pleno dia
1383,2025-02-05,quarta-feira,18:16:00,Anoitecer
1384,2025-02-05,quarta-feira,17:20:00,Pleno dia
1385,2025-02-05,quarta-feira,19:30:00,Plena Noite
1386,2025-02-05,quarta-feira,20:30:00,Plena Noite
1387,2025-02-05,quarta-feira,20:00:00,Plena Noite
1388,2025-02-05,quarta-feira,21:15:00,Plena Noite
1389,2025-02-05,quarta-feira,22:45:00,Plena Noite
1390,2025-02-05,quarta-feira,08:55:00,Pleno dia
1391,2025-02-05,quarta-feira,23:20:00,Plena Noite
1392,2025-02-06,quinta-feira,01:40:00,Plena Noite
1393,2025-02-06,quinta-feira,00:30:00,Plena Noite
1394,2025-02-05,quarta-feira,23:38:00,Plena Noite
1395,2025-02-06,quinta-feira,02:30:00,Plena Noite
1396,2025-02-06,quinta-feira,04:55:00,Amanhecer
1397,2025-02-06,quinta-feira,04:15:00,Amanhecer
1398,2025-01-21,terça-feira,12:40:00,Pleno dia
1399,2025-02-06,quinta-feira,06:10:00,Amanhecer
1400,2025-02-06,quinta-feira,05:00:00,Amanhecer
1401,2025-02-06,quinta-feira,07:15:00,Pleno dia
1402,2025-02-06,quinta-feira,08:30:00,Pleno dia
1403,2025-01-25,sábado,18:40:00,Anoitecer
1404,2025-02-06,quinta-feira,07:45:00,Pleno dia
1405,2025-02-06,quinta-feira,09:40:00,Pleno dia
1406,2025-02-06,quinta-feira,09:50:00,Pleno dia
1407,2025-02-06,quinta-feira,10:15:00,Pleno dia
1408,2025-02-06,quinta-feira,09:57:00,Pleno dia
1409,2025-02-06,quinta-feira,10:00:00,Pleno dia
1410,2025-02-06,quinta-feira,11:20:00,Pleno dia
1411,2025-02-06,quinta-feira,09:10:00,Pleno dia
1412,2025-02-06,quinta-feira,11:45:00,Pleno dia
1413,2025-02-06,quinta-feira,13:55:00,Pleno dia
1414,2025-02-06,quinta-feira,13:40:00,Pleno dia
1415,2025-02-06,quinta-feira,10:40:00,Pleno dia
1416,2025-02-06,quinta-feira,14:00:00,Pleno dia
1417,2025-02-06,quinta-feira,13:35:00,Pleno dia
1418,2025-02-06,quinta-feira,14:35:00,Pleno dia
1419,2025-02-06,quinta-feira,15:00:00,Pleno dia
1420,2025-02-06,quinta-feira,16:00:00,Pleno dia
1421,2025-02-06,quinta-feira,17:30:00,Anoitecer
1422,2025-02-06,quinta-feira,17:30:00,Plena Noite
1423,2025-02-06,quinta-feira,17:30:00,Pleno dia
1424,2025-02-06,quinta-feira,17:45:00,Pleno dia
1425,2025-02-05,quarta-feira,23:00:00,Plena Noite
1426,2025-02-06,quinta-feira,18:55:00,Anoitecer
1427,2025-02-06,quinta-feira,19:50:00,Plena Noite
1428,2025-02-06,quinta-feira,21:30:00,Plena Noite
1429,2025-02-06,quinta-feira,19:40:00,Plena Noite
1430,2025-02-06,quinta-feira,20:20:00,Plena Noite
1431,2025-02-06,quinta-feira,22:30:00,Plena Noite
1432,2025-02-07,sexta-feira,00:15:00,Plena Noite
1433,2025-02-06,quinta-feira,23:30:00,Plena Noite
1434,2025-02-06,quinta-feira,22:50:00,Plena Noite
1435,2025-02-07,sexta-feira,00:30:00,Plena Noite
1436,2025-02-07,sexta-feira,02:00:00,Plena Noite
1437,2025-02-07,sexta-feira,02:30:00,Plena Noite
1438,2025-02-07,sexta-feira,03:30:00,Plena Noite
1439,2025-02-07,sexta-feira,04:00:00,Plena Noite
1440,2025-02-07,sexta-feira,02:15:00,Plena Noite
1441,2025-02-07,sexta-feira,02:45:00,Plena Noite
1442,2025-02-06,quinta-feira,21:20:00,Plena Noite
1443,2025-02-07,sexta-feira,05:30:00,Amanhecer
1444,2025-02-07,sexta-feira,06:20:00,Amanhecer
1445,2025-02-07,sexta-feira,04:30:00,Plena Noite
1446,2025-02-07,sexta-feira,06:21:00,Pleno dia
1447,2025-02-07,sexta-feira,07:30:00,Pleno dia
1448,2025-02-07,sexta-feira,08:10:00,Pleno dia
1449,2025-02-07,sexta-feira,09:30:00,Plena Noite
1450,2025-02-07,sexta-feira,09:50:00,Pleno dia
1451,2025-02-07,sexta-feira,07:50:00,Pleno dia
1452,2025-02-07,sexta-feira,07:03:00,Amanhecer
1453,2025-02-07,sexta-feira,10:20:00,Pleno dia
1454,2025-02-07,sexta-feira,06:24:00,Amanhecer
1455,2025-02-07,sexta-feira,09:47:00,Pleno dia
1456,2025-02-07,sexta-feira,11:00:00,Pleno dia
1457,2025-02-04,terça-feira,07:50:00,Pleno dia
1458,2025-02-07,sexta-feira,10:50:00,Pleno dia
1459,2025-02-07,sexta-feira,10:24:00,Pleno dia
1460,2025-02-07,sexta-feira,07:00:00,Pleno dia
1461,2025-02-07,sexta-feira,12:24:00,Pleno dia
1462,2025-02-07,sexta-feira,11:30:00,Pleno dia
1463,2025-02-07,sexta-feira,09:33:00,Pleno dia
1464,2025-02-07,sexta-feira,12:35:00,Pleno dia
1465,2025-02-07,sexta-feira,12:10:00,Pleno dia
1466,2025-02-07,sexta-feira,12:09:00,Pleno dia
1467,2025-02-07,sexta-feira,13:00:00,Pleno dia
1468,2025-02-06,quinta-feira,19:15:00,Plena Noite
1469,2025-02-07,sexta-feira,12:15:00,Pleno dia
1470,2025-02-07,sexta-feira,12:25:00,Pleno dia
1471,2025-01-30,quinta-feira,16:58:00,Anoitecer
1472,2025-02-07,sexta-feira,16:00:00,Pleno dia
1473,2025-02-07,sexta-feira,11:40:00,Pleno dia
1474,2025-02-07,sexta-feira,14:10:00,Pleno dia
1475,2025-02-07,sexta-feira,17:15:00,Pleno dia
1476,2025-02-07,sexta-feira,18:10:00,Anoitecer
1477,2025-02-07,sexta-feira,18:45:00,Plena Noite
1478,2025-02-07,sexta-feira,14:50:00,Pleno dia
1479,2025-02-07,sexta-feira,17:18:00,Pleno dia
1480,2025-02-07,sexta-feira,15:45:00,Pleno dia
1481,2025-02-07,sexta-feira,19:10:00,Plena Noite
1482,2025-02-07,sexta-feira,15:40:00,Pleno dia
1483,2025-02-07,sexta-feira,15:30:00,Pleno dia
1484,2025-02-07,sexta-feira,16:40:00,Pleno dia
1485,2025-02-07,sexta-feira,20:25:00,Plena Noite
1486,2025-02-07,sexta-feira,19:30:00,Plena Noite
1487,2025-02-07,sexta-feira,20:35:00,Plena Noite
1488,2025-02-07,sexta-feira,16:49:00,Pleno dia
1489,2025-02-07,sexta-feira,22:20:00,Plena Noite
1490,2025-02-07,sexta-feira,22:40:00,Plena Noite
1491,2025-02-07,sexta-feira,22:17:00,Plena Noite
1492,2025-02-08,sábado,01:00:00,Plena Noite
1493,2025-02-08,sábado,01:30:00,Plena Noite
1494,2025-02-07,sexta-feira,23:20:00,Plena Noite
1495,2025-02-08,sábado,02:00:00,Plena Noite
1496,2025-02-08,sábado,05:45:00,Amanhecer
1497,2025-02-08,sábado,03:45:00,Plena Noite
1498,2025-02-08,sábado,06:30:00,Pleno dia
1499,2025-02-08,sábado,06:00:00,Amanhecer
1500,2025-02-08,sábado,04:40:00,Plena Noite
1501,2025-02-08,sábado,05:09:00,Amanhecer
1502,2025-02-08,sábado,03:30:00,Plena Noite
1503,2025-02-08,sábado,03:25:00,Plena Noite
1504,2025-02-07,sexta-feira,21:00:00,Plena Noite
1505,2025-02-08,sábado,06:50:00,Pleno dia
1506,2025-02-08,sábado,08:20:00,Pleno dia
1507,2025-02-08,sábado,08:00:00,Pleno dia
1508,2025-02-08,sábado,08:50:00,Pleno dia
1509,2025-02-08,sábado,09:50:00,Pleno dia
1510,2025-01-22,quarta-feira,05:30:00,Plena Noite
1511,2025-02-08,sábado,07:50:00,Pleno dia
1512,2025-02-08,sábado,09:20:00,Pleno dia
1513,2025-02-08,sábado,11:15:00,Pleno dia
1514,2025-02-08,sábado,10:00:00,Pleno dia
1515,2025-02-08,sábado,09:15:00,Pleno dia
1516,2025-02-08,sábado,13:40:00,Pleno dia
1517,2025-02-08,sábado,13:30:00,Pleno dia
1518,2025-02-08,sábado,14:00:00,Pleno dia
1519,2025-02-08,sábado,11:45:00,Pleno dia
1520,2025-02-08,sábado,14:05:00,Pleno dia
1521,2025-02-08,sábado,16:45:00,Pleno dia
1522,2025-02-08,sábado,15:30:00,Pleno dia
1523,2025-02-08,sábado,18:00:00,Pleno dia
1524,2025-02-08,sábado,17:30:00,Pleno dia
1525,2025-02-08,sábado,13:55:00,Pleno dia
1526,2025-02-08,sábado,15:58:00,Pleno dia
1527,2025-02-08,sábado,17:00:00,Pleno dia
1528,2025-02-08,sábado,16:40:00,Pleno dia
1529,2025-02-08,sábado,20:30:00,Plena Noite
1530,2025-02-08,sábado,21:00:00,Plena Noite
1531,2025-02-08,sábado,18:40:00,Plena Noite
1532,2025-02-08,sábado,19:00:00,Plena Noite
1533,2025-02-08,sábado,21:20:00,Plena Noite
1534,2025-02-08,sábado,18:20:00,Pleno dia
1535,2025-02-08,sábado,22:25:00,Plena Noite
1536,2025-02-08,sábado,23:30:00,Plena Noite
1537,2025-02-09,domingo,02:00:00,Plena Noite
1538,2025-02-09,domingo,04:35:00,Amanhecer
1539,2025-02-09,domingo,05:10:00,Plena Noite
1540,2025-02-08,sábado,23:00:00,Plena Noite
1541,2025-02-09,domingo,05:20:00,Plena Noite
1542,2025-02-09,domingo,06:20:00,Pleno dia
1543,2025-02-09,domingo,08:10:00,Pleno dia
1544,2025-02-09,domingo,10:00:00,Pleno dia
1545,2025-02-09,domingo,11:20:00,Pleno dia
1546,2025-02-09,domingo,08:00:00,Pleno dia
1547,2025-02-09,domingo,05:00:00,Plena Noite
1548,2025-02-09,domingo,11:30:00,Pleno dia
1549,2025-02-09,domingo,15:00:00,Pleno dia
1550,2025-02-09,domingo,15:20:00,Pleno dia
1551,2025-02-09,domingo,16:15:00,Pleno dia
1552,2025-02-09,domingo,09:20:00,Pleno dia
1553,2025-02-09,domingo,15:15:00,Pleno dia
1554,2025-02-09,domingo,14:20:00,Pleno dia
1555,2025-02-09,domingo,16:30:00,Pleno dia
1556,2025-02-09,domingo,12:00:00,Pleno dia
1557,2025-02-09,domingo,19:05:00,Plena Noite
1558,2025-02-09,domingo,16:20:00,Pleno dia
1559,2025-02-09,domingo,18:50:00,Plena Noite
1560,2025-02-08,sábado,00:20:00,Plena Noite
1561,2025-02-09,domingo,19:40:00,Plena Noite
1562,2025-02-09,domingo,13:14:00,Pleno dia
1563,2025-02-09,domingo,21:50:00,Plena Noite
1564,2025-02-09,domingo,19:20:00,Plena Noite
1565,2025-02-09,domingo,23:30:00,Plena Noite
1566,2025-02-09,domingo,21:15:00,Plena Noite
1567,2025-02-10,segunda-feira,00:10:00,Pleno dia
1568,2025-02-09,domingo,16:00:00,Pleno dia
1569,2025-02-10,segunda-feira,02:40:00,Plena Noite
1570,2025-02-10,segunda-feira,05:05:00,Amanhecer
1571,2025-02-10,segunda-feira,06:45:00,Pleno dia
1572,2025-02-10,segunda-feira,06:30:00,Pleno dia
1573,2025-02-10,segunda-feira,05:00:00,Amanhecer
1574,2025-02-10,segunda-feira,05:40:00,Pleno dia
1575,2025-02-10,segunda-feira,06:40:00,Pleno dia
1576,2025-02-10,segunda-feira,06:00:00,Amanhecer
1577,2025-02-10,segunda-feira,07:00:00,Pleno dia
1578,2025-02-10,segunda-feira,05:40:00,Amanhecer
1579,2025-02-10,segunda-feira,07:10:00,Pleno dia
1580,2025-02-10,segunda-feira,09:28:00,Pleno dia
1581,2025-02-10,segunda-feira,07:30:00,Pleno dia
1582,2025-02-10,segunda-feira,10:15:00,Pleno dia
1583,2025-02-10,segunda-feira,12:00:00,Pleno dia
1584,2025-02-10,segunda-feira,10:40:00,Pleno dia
1585,2025-02-10,segunda-feira,11:00:00,Pleno dia
1586,2025-02-10,segunda-feira,11:15:00,Pleno dia
1587,2025-02-10,segunda-feira,13:41:00,Pleno dia
1588,2025-02-10,segunda-feira,09:41:00,Pleno dia
1589,2025-02-10,segunda-feira,14:00:00,Pleno dia
1590,2025-02-10,segunda-feira,15:00:00,Pleno dia
1591,2025-02-10,segunda-feira,13:30:00,Pleno dia
1592,2025-02-10,segunda-feira,16:30:00,Pleno dia
1593,2025-02-10,segunda-feira,16:10:00,Pleno dia
