id_tempo,data_inversa,dia_semana,horario,fase_dia
27334,2025-05-11,domingo,06:11:00,Amanhecer
27335,2025-05-11,domingo,07:15:00,Pleno dia
27336,2025-05-11,domingo,06:50:00,Amanhecer
27337,2025-05-11,domingo,07:40:00,Amanhecer
27338,2025-05-11,domingo,06:40:00,Amanhecer
27339,2025-05-10,sábado,23:20:00,Plena Noite
27340,2025-05-11,domingo,07:00:00,Pleno dia
27341,2025-05-11,domingo,08:10:00,Pleno dia
27342,2025-05-11,domingo,05:11:00,Plena Noite
27343,2025-05-11,domingo,08:00:00,Pleno dia
27344,2025-05-11,domingo,08:33:00,Pleno dia
27345,2025-05-11,domingo,06:40:00,Pleno dia
27346,2025-05-11,domingo,06:30:00,Amanhecer
27347,2025-05-11,domingo,00:30:00,Plena Noite
27348,2025-05-11,domingo,08:20:00,Pleno dia
27349,2025-05-11,domingo,08:45:00,Pleno dia
27350,2025-05-11,domingo,06:50:00,Pleno dia
27351,2025-05-11,domingo,09:00:00,Pleno dia
27352,2025-05-11,domingo,09:41:00,Pleno dia
27353,2025-05-11,domingo,09:15:00,Pleno dia
27354,2025-05-11,domingo,10:00:00,Pleno dia
27355,2025-05-11,domingo,10:30:00,Pleno dia
27356,2025-05-11,domingo,09:55:00,Pleno dia
27357,2025-05-11,domingo,10:50:00,Pleno dia
27358,2025-05-11,domingo,10:41:00,Pleno dia
27359,2025-05-11,domingo,09:20:00,Pleno dia
27360,2025-05-11,domingo,11:25:00,Pleno dia
27361,2025-05-11,domingo,10:20:00,Pleno dia
27362,2025-05-11,domingo,09:10:00,Pleno dia
27363,2025-05-11,domingo,11:50:00,Pleno dia
27364,2025-04-21,segunda-feira,17:50:00,Plena Noite
27365,2025-05-11,domingo,08:09:00,Pleno dia
27366,2025-05-11,domingo,11:15:00,Pleno dia
27367,2025-05-11,domingo,12:00:00,Pleno dia
27368,2025-05-11,domingo,11:33:00,Pleno dia
27369,2025-05-11,domingo,11:30:00,Pleno dia
27370,2025-05-11,domingo,11:20:00,Pleno dia
27371,2025-05-11,domingo,12:30:00,Pleno dia
27372,2025-05-11,domingo,13:28:00,Pleno dia
27373,2025-05-11,domingo,13:10:00,Pleno dia
27374,2025-05-11,domingo,13:45:00,Pleno dia
27375,2025-05-11,domingo,13:08:00,Pleno dia
27376,2025-05-11,domingo,12:50:00,Pleno dia
27377,2025-05-11,domingo,14:40:00,Pleno dia
27378,2025-05-11,domingo,13:25:00,Pleno dia
27379,2025-05-11,domingo,12:10:00,Pleno dia
27380,2025-05-11,domingo,14:30:00,Pleno dia
27381,2025-05-11,domingo,14:55:00,Pleno dia
27382,2025-05-11,domingo,13:20:00,Pleno dia
27383,2025-05-11,domingo,15:30:00,Pleno dia
27384,2025-05-11,domingo,15:20:00,Pleno dia
27385,2025-05-11,domingo,15:00:00,Pleno dia
27386,2025-05-11,domingo,16:00:00,Pleno dia
27387,2025-05-11,domingo,15:15:00,Pleno dia
27388,2025-05-11,domingo,15:53:00,Pleno dia
27389,2025-05-11,domingo,13:30:00,Pleno dia
27390,2025-05-11,domingo,14:50:00,Pleno dia
27391,2025-05-11,domingo,15:45:00,Pleno dia
27392,2025-05-11,domingo,16:10:00,Pleno dia
27393,2025-05-11,domingo,16:30:00,Pleno dia
27394,2025-05-11,domingo,17:00:00,Anoitecer
27395,2025-05-11,domingo,16:50:00,Pleno dia
27396,2025-05-11,domingo,16:40:00,Pleno dia
27397,2025-05-11,domingo,17:00:00,Pleno dia
27398,2025-05-11,domingo,16:50:00,Anoitecer
27399,2025-05-11,domingo,17:30:00,Anoitecer
27400,2025-05-11,domingo,17:50:00,Anoitecer
27401,2025-05-11,domingo,18:15:00,Plena Noite
27402,2025-05-11,domingo,18:05:00,Plena Noite
27403,2025-05-11,domingo,17:59:00,Anoitecer
27404,2025-05-11,domingo,17:20:00,Anoitecer
27405,2025-05-11,domingo,17:28:00,Plena Noite
27406,2025-05-11,domingo,17:45:00,Anoitecer
27407,2025-05-11,domingo,18:22:00,Plena Noite
27408,2025-05-11,domingo,17:15:00,Anoitecer
27409,2025-05-11,domingo,18:30:00,Plena Noite
27410,2025-05-11,domingo,19:39:00,Plena Noite
27411,2025-05-11,domingo,19:50:00,Plena Noite
27412,2025-05-11,domingo,19:15:00,Plena Noite
27413,2025-05-11,domingo,17:50:00,Plena Noite
27414,2025-05-11,domingo,19:00:00,Plena Noite
27415,2025-05-11,domingo,19:46:00,Plena Noite
27416,2025-05-11,domingo,19:20:00,Plena Noite
27417,2025-05-11,domingo,20:05:00,Plena Noite
27418,2025-05-11,domingo,20:10:00,Plena Noite
27419,2025-05-11,domingo,19:36:00,Plena Noite
27420,2025-05-11,domingo,16:15:00,Pleno dia
27421,2025-05-11,domingo,20:30:00,Plena Noite
27422,2025-05-11,domingo,19:10:00,Plena Noite
27423,2025-05-11,domingo,21:00:00,Plena Noite
27424,2025-05-11,domingo,20:20:00,Plena Noite
27425,2025-05-11,domingo,18:12:00,Plena Noite
27426,2025-05-11,domingo,21:40:00,Plena Noite
27427,2025-05-11,domingo,21:15:00,Plena Noite
27428,2025-05-11,domingo,21:20:00,Plena Noite
27429,2025-05-11,domingo,17:25:00,Anoitecer
27430,2025-05-11,domingo,21:50:00,Plena Noite
27431,2025-05-11,domingo,16:20:00,Pleno dia
27432,2025-05-11,domingo,15:50:00,Pleno dia
27433,2025-05-11,domingo,16:32:00,Pleno dia
27434,2025-05-11,domingo,18:00:00,Anoitecer
27435,2025-05-11,domingo,20:40:00,Plena Noite
27436,2025-05-11,domingo,22:10:00,Plena Noite
27437,2025-05-11,domingo,21:25:00,Plena Noite
27438,2025-05-11,domingo,22:45:00,Pleno dia
27439,2025-05-11,domingo,18:10:00,Anoitecer
27440,2025-05-11,domingo,20:45:00,Plena Noite
27441,2025-05-11,domingo,23:20:00,Plena Noite
27442,2025-05-11,domingo,23:25:00,Plena Noite
27443,2025-05-12,segunda-feira,00:00:00,Plena Noite
27444,2025-05-11,domingo,23:40:00,Plena Noite
27445,2025-05-12,segunda-feira,00:15:00,Plena Noite
27446,2025-05-11,domingo,23:00:00,Plena Noite
27447,2025-05-12,segunda-feira,00:55:00,Plena Noite
27448,2025-05-11,domingo,21:10:00,Plena Noite
27449,2025-05-12,segunda-feira,01:15:00,Plena Noite
27450,2025-05-12,segunda-feira,02:00:00,Plena Noite
27451,2025-05-12,segunda-feira,02:10:00,Plena Noite
27452,2025-05-12,segunda-feira,03:10:00,Plena Noite
27453,2025-05-12,segunda-feira,03:20:00,Plena Noite
27454,2025-05-12,segunda-feira,03:45:00,Plena Noite
27455,2025-05-11,domingo,17:40:00,Plena Noite
27456,2025-05-11,domingo,00:20:00,Plena Noite
27457,2025-05-12,segunda-feira,04:50:00,Amanhecer
27458,2025-05-12,segunda-feira,01:30:00,Plena Noite
27459,2025-05-12,segunda-feira,06:00:00,Amanhecer
27460,2025-05-12,segunda-feira,06:35:00,Amanhecer
27461,2025-05-12,segunda-feira,06:15:00,Amanhecer
27462,2025-05-12,segunda-feira,00:33:00,Plena Noite
27463,2025-05-11,domingo,23:45:00,Plena Noite
27464,2025-05-12,segunda-feira,05:50:00,Pleno dia
27465,2025-05-12,segunda-feira,06:34:00,Pleno dia
27466,2025-05-09,sexta-feira,13:50:00,Pleno dia
27467,2025-05-12,segunda-feira,07:00:00,Amanhecer
27468,2025-05-12,segunda-feira,06:50:00,Pleno dia
27469,2025-05-12,segunda-feira,07:55:00,Pleno dia
27470,2025-05-12,segunda-feira,07:33:00,Pleno dia
27471,2025-05-12,segunda-feira,05:45:00,Pleno dia
27472,2025-05-12,segunda-feira,08:15:00,Pleno dia
27473,2025-05-12,segunda-feira,07:10:00,Plena Noite
27474,2025-05-12,segunda-feira,07:15:00,Pleno dia
27475,2025-05-12,segunda-feira,06:45:00,Amanhecer
27476,2025-05-12,segunda-feira,07:45:00,Pleno dia
27477,2025-05-12,segunda-feira,08:30:00,Pleno dia
27478,2025-05-11,domingo,21:30:00,Plena Noite
27479,2025-05-12,segunda-feira,07:24:00,Pleno dia
27480,2025-05-12,segunda-feira,09:20:00,Pleno dia
27481,2025-05-12,segunda-feira,10:00:00,Pleno dia
27482,2025-05-12,segunda-feira,08:10:00,Pleno dia
27483,2025-05-12,segunda-feira,09:50:00,Pleno dia
27484,2025-04-04,sexta-feira,00:05:00,Plena Noite
27485,2025-05-12,segunda-feira,09:00:00,Pleno dia
27486,2025-05-12,segunda-feira,07:30:00,Pleno dia
27487,2025-05-12,segunda-feira,10:30:00,Pleno dia
27488,2025-05-12,segunda-feira,10:20:00,Pleno dia
27489,2025-05-12,segunda-feira,07:43:00,Pleno dia
27490,2025-05-12,segunda-feira,10:40:00,Pleno dia
27491,2025-05-12,segunda-feira,07:40:00,Pleno dia
27492,2025-05-12,segunda-feira,09:15:00,Pleno dia
27493,2025-05-12,segunda-feira,10:55:00,Pleno dia
27494,2025-05-12,segunda-feira,09:17:00,Pleno dia
27495,2025-05-12,segunda-feira,11:00:00,Pleno dia
27496,2025-05-12,segunda-feira,11:27:00,Pleno dia
27497,2025-05-12,segunda-feira,11:31:00,Pleno dia
27498,2025-05-12,segunda-feira,12:05:00,Pleno dia
27499,2025-05-12,segunda-feira,13:25:00,Pleno dia
27500,2025-05-12,segunda-feira,10:50:00,Pleno dia
27501,2025-05-12,segunda-feira,12:28:00,Pleno dia
27502,2025-05-12,segunda-feira,14:05:00,Pleno dia
27503,2025-05-12,segunda-feira,13:54:00,Pleno dia
27504,2025-05-12,segunda-feira,13:30:00,Pleno dia
27505,2025-05-12,segunda-feira,10:53:00,Pleno dia
27506,2025-05-12,segunda-feira,14:30:00,Pleno dia
27507,2025-05-12,segunda-feira,13:37:00,Pleno dia
27508,2025-05-12,segunda-feira,12:00:00,Pleno dia
27509,2025-05-12,segunda-feira,10:45:00,Pleno dia
27510,2025-05-12,segunda-feira,12:20:00,Pleno dia
27511,2025-05-12,segunda-feira,15:00:00,Pleno dia
27512,2025-05-12,segunda-feira,14:20:00,Pleno dia
27513,2025-05-12,segunda-feira,14:46:00,Pleno dia
27514,2025-04-13,domingo,20:09:00,Plena Noite
27515,2025-05-12,segunda-feira,15:50:00,Pleno dia
27516,2025-05-12,segunda-feira,16:55:00,Pleno dia
27517,2025-05-12,segunda-feira,16:45:00,Pleno dia
27518,2025-05-12,segunda-feira,17:30:00,Pleno dia
27519,2025-05-12,segunda-feira,17:50:00,Plena Noite
27520,2025-05-12,segunda-feira,18:00:00,Plena Noite
27521,2025-05-12,segunda-feira,17:40:00,Anoitecer
27522,2025-05-12,segunda-feira,18:20:00,Plena Noite
27523,2025-05-12,segunda-feira,17:30:00,Anoitecer
27524,2025-05-12,segunda-feira,17:50:00,Anoitecer
27525,2025-05-12,segunda-feira,18:05:00,Plena Noite
27526,2025-05-12,segunda-feira,18:20:00,Anoitecer
27527,2025-05-12,segunda-feira,18:40:00,Plena Noite
27528,2025-05-12,segunda-feira,18:40:00,Anoitecer
27529,2025-05-12,segunda-feira,18:55:00,Plena Noite
27530,2025-05-12,segunda-feira,19:20:00,Plena Noite
27531,2025-05-12,segunda-feira,20:02:00,Plena Noite
27532,2025-05-12,segunda-feira,17:20:00,Anoitecer
27533,2025-05-12,segunda-feira,19:50:00,Pleno dia
27534,2025-05-12,segunda-feira,21:00:00,Plena Noite
27535,2025-05-12,segunda-feira,19:15:00,Plena Noite
27536,2025-05-12,segunda-feira,21:30:00,Plena Noite
27537,2025-05-12,segunda-feira,18:00:00,Anoitecer
27538,2025-05-12,segunda-feira,22:20:00,Plena Noite
27539,2025-05-12,segunda-feira,22:40:00,Plena Noite
27540,2025-05-12,segunda-feira,21:25:00,Plena Noite
27541,2025-05-12,segunda-feira,23:59:00,Plena Noite
27542,2025-05-12,segunda-feira,20:00:00,Plena Noite
27543,2025-05-13,terça-feira,00:40:00,Plena Noite
27544,2025-05-13,terça-feira,00:35:00,Plena Noite
27545,2025-05-13,terça-feira,01:30:00,Plena Noite
27546,2025-05-13,terça-feira,03:50:00,Plena Noite
27547,2025-05-13,terça-feira,05:00:00,Plena Noite
27548,2025-05-13,terça-feira,05:30:00,Plena Noite
27549,2025-05-13,terça-feira,05:50:00,Pleno dia
27550,2025-05-13,terça-feira,07:25:00,Pleno dia
27551,2025-05-13,terça-feira,07:20:00,Pleno dia
27552,2025-04-23,quarta-feira,10:50:00,Pleno dia
27553,2025-05-13,terça-feira,08:05:00,Pleno dia
27554,2025-05-13,terça-feira,07:55:00,Pleno dia
27555,2025-05-13,terça-feira,07:15:00,Amanhecer
27556,2025-04-29,terça-feira,11:38:00,Pleno dia
27557,2025-05-13,terça-feira,08:30:00,Pleno dia
27558,2025-05-13,terça-feira,06:40:00,Amanhecer
27559,2025-04-30,quarta-feira,09:20:00,Pleno dia
27560,2025-05-13,terça-feira,07:20:00,Amanhecer
27561,2025-05-13,terça-feira,08:20:00,Pleno dia
27562,2025-05-13,terça-feira,09:14:00,Pleno dia
27563,2025-05-13,terça-feira,09:00:00,Pleno dia
27564,2025-05-13,terça-feira,08:00:00,Pleno dia
27565,2025-05-13,terça-feira,09:20:00,Pleno dia
27566,2025-05-13,terça-feira,04:40:00,Amanhecer
27567,2025-05-13,terça-feira,07:30:00,Pleno dia
27568,2025-04-22,terça-feira,13:20:00,Pleno dia
27569,2025-05-13,terça-feira,08:50:00,Pleno dia
27570,2025-04-02,quarta-feira,21:30:00,Pleno dia
27571,2025-05-13,terça-feira,10:40:00,Pleno dia
27572,2025-05-13,terça-feira,10:11:00,Pleno dia
27573,2025-05-13,terça-feira,08:55:00,Pleno dia
27574,2025-05-13,terça-feira,09:05:00,Pleno dia
27575,2025-05-13,terça-feira,11:00:00,Pleno dia
27576,2025-05-13,terça-feira,11:40:00,Pleno dia
27577,2025-05-03,sábado,12:00:00,Pleno dia
27578,2025-05-13,terça-feira,11:11:00,Pleno dia
27579,2025-05-13,terça-feira,11:20:00,Pleno dia
27580,2025-05-13,terça-feira,08:32:00,Pleno dia
27581,2025-05-13,terça-feira,11:50:00,Pleno dia
27582,2025-05-13,terça-feira,12:40:00,Pleno dia
27583,2025-05-13,terça-feira,11:25:00,Pleno dia
27584,2025-05-13,terça-feira,09:40:00,Pleno dia
27585,2025-05-13,terça-feira,13:10:00,Pleno dia
27586,2025-05-13,terça-feira,14:00:00,Pleno dia
27587,2025-05-13,terça-feira,12:22:00,Pleno dia
27588,2025-05-13,terça-feira,13:37:00,Pleno dia
27589,2025-05-13,terça-feira,13:45:00,Pleno dia
27590,2025-05-13,terça-feira,14:13:00,Pleno dia
27591,2025-05-13,terça-feira,13:39:00,Pleno dia
27592,2025-05-13,terça-feira,14:25:00,Pleno dia
27593,2025-05-13,terça-feira,14:45:00,Pleno dia
27594,2025-05-13,terça-feira,12:48:00,Pleno dia
27595,2025-05-01,quinta-feira,23:50:00,Plena Noite
27596,2025-05-13,terça-feira,15:50:00,Pleno dia
27597,2025-03-07,sexta-feira,00:30:00,Plena Noite
27598,2025-05-13,terça-feira,17:15:00,Pleno dia
27599,2025-05-13,terça-feira,17:50:00,Plena Noite
27600,2025-05-13,terça-feira,17:35:00,Anoitecer
27601,2025-05-13,terça-feira,17:40:00,Anoitecer
27602,2025-05-13,terça-feira,17:05:00,Anoitecer
27603,2025-05-13,terça-feira,17:46:00,Plena Noite
27604,2025-05-09,sexta-feira,22:15:00,Plena Noite
27605,2025-05-13,terça-feira,13:30:00,Pleno dia
27606,2025-05-13,terça-feira,18:30:00,Anoitecer
27607,2025-05-13,terça-feira,18:46:00,Pleno dia
27608,2025-05-13,terça-feira,18:10:00,Plena Noite
27609,2025-05-13,terça-feira,16:30:00,Pleno dia
27610,2025-05-13,terça-feira,18:35:00,Plena Noite
27611,2025-05-13,terça-feira,18:50:00,Plena Noite
27612,2025-05-13,terça-feira,18:30:00,Plena Noite
27613,2025-05-13,terça-feira,19:35:00,Plena Noite
27614,2025-05-13,terça-feira,19:25:00,Plena Noite
27615,2025-05-13,terça-feira,17:37:00,Anoitecer
27616,2025-05-13,terça-feira,19:40:00,Pleno dia
27617,2025-05-13,terça-feira,19:40:00,Plena Noite
27618,2025-05-13,terça-feira,18:45:00,Plena Noite
27619,2025-05-13,terça-feira,18:18:00,Anoitecer
27620,2025-05-13,terça-feira,17:30:00,Anoitecer
27621,2025-05-13,terça-feira,18:20:00,Plena Noite
27622,2025-05-13,terça-feira,20:11:00,Plena Noite
27623,2025-05-13,terça-feira,18:55:00,Plena Noite
27624,2025-05-13,terça-feira,17:00:00,Pleno dia
27625,2025-05-13,terça-feira,20:10:00,Plena Noite
27626,2025-05-13,terça-feira,20:50:00,Plena Noite
27627,2025-05-13,terça-feira,16:50:00,Pleno dia
27628,2025-05-13,terça-feira,20:20:00,Plena Noite
27629,2025-05-13,terça-feira,21:30:00,Plena Noite
27630,2025-05-13,terça-feira,20:45:00,Plena Noite
27631,2025-05-13,terça-feira,21:40:00,Plena Noite
27632,2025-05-13,terça-feira,22:10:00,Plena Noite
27633,2025-05-13,terça-feira,23:35:00,Plena Noite
27634,2025-05-13,terça-feira,18:10:00,Anoitecer
27635,2025-05-14,quarta-feira,02:13:00,Plena Noite
27636,2025-05-14,quarta-feira,03:40:00,Plena Noite
27637,2025-05-14,quarta-feira,03:35:00,Plena Noite
27638,2025-05-14,quarta-feira,05:20:00,Plena Noite
27639,2025-05-14,quarta-feira,05:51:00,Pleno dia
27640,2025-05-14,quarta-feira,06:00:00,Pleno dia
27641,2025-05-14,quarta-feira,06:46:00,Pleno dia
27642,2025-05-14,quarta-feira,06:20:00,Amanhecer
27643,2025-05-14,quarta-feira,07:00:00,Pleno dia
27644,2025-05-14,quarta-feira,07:28:00,Pleno dia
27645,2025-05-14,quarta-feira,07:58:00,Pleno dia
27646,2025-05-14,quarta-feira,06:45:00,Pleno dia
27647,2025-05-14,quarta-feira,06:40:00,Amanhecer
27648,2025-05-14,quarta-feira,07:55:00,Pleno dia
27649,2025-05-14,quarta-feira,07:30:00,Pleno dia
27650,2025-05-14,quarta-feira,07:00:00,Amanhecer
27651,2025-05-14,quarta-feira,08:10:00,Pleno dia
27652,2025-05-14,quarta-feira,09:15:00,Pleno dia
27653,2025-05-14,quarta-feira,09:30:00,Pleno dia
27654,2025-05-14,quarta-feira,09:10:00,Pleno dia
27655,2025-05-14,quarta-feira,06:40:00,Pleno dia
27656,2025-04-12,sábado,05:20:00,Plena Noite
27657,2025-05-14,quarta-feira,08:00:00,Pleno dia
27658,2025-05-14,quarta-feira,09:25:00,Pleno dia
27659,2025-05-14,quarta-feira,10:03:00,Pleno dia
27660,2025-03-07,sexta-feira,08:50:00,Pleno dia
27661,2025-05-14,quarta-feira,11:20:00,Pleno dia
27662,2025-05-14,quarta-feira,11:30:00,Pleno dia
27663,2025-05-14,quarta-feira,11:10:00,Pleno dia
27664,2025-05-14,quarta-feira,11:15:00,Pleno dia
27665,2025-05-14,quarta-feira,12:10:00,Pleno dia
27666,2025-05-14,quarta-feira,12:55:00,Pleno dia
27667,2025-05-14,quarta-feira,13:33:00,Pleno dia
27668,2025-05-14,quarta-feira,13:20:00,Pleno dia
27669,2025-05-14,quarta-feira,13:50:00,Pleno dia
27670,2025-05-14,quarta-feira,12:15:00,Pleno dia
27671,2025-05-14,quarta-feira,14:30:00,Pleno dia
27672,2025-05-14,quarta-feira,10:54:00,Pleno dia
27673,2025-05-14,quarta-feira,14:50:00,Pleno dia
27674,2025-05-14,quarta-feira,13:05:00,Pleno dia
27675,2025-05-14,quarta-feira,15:30:00,Anoitecer
27676,2025-05-14,quarta-feira,15:00:00,Pleno dia
27677,2025-05-14,quarta-feira,16:12:00,Pleno dia
27678,2025-05-14,quarta-feira,11:45:00,Pleno dia
27679,2025-05-14,quarta-feira,16:03:00,Pleno dia
27680,2025-05-14,quarta-feira,15:50:00,Pleno dia
27681,2025-05-14,quarta-feira,16:20:00,Pleno dia
27682,2025-05-06,terça-feira,23:00:00,Plena Noite
27683,2025-05-14,quarta-feira,16:05:00,Pleno dia
27684,2025-05-14,quarta-feira,17:00:00,Pleno dia
27685,2025-05-14,quarta-feira,17:00:00,Anoitecer
27686,2025-05-14,quarta-feira,17:05:00,Anoitecer
27687,2025-05-14,quarta-feira,17:47:00,Plena Noite
27688,2025-05-14,quarta-feira,11:35:00,Pleno dia
27689,2025-05-14,quarta-feira,16:10:00,Pleno dia
27690,2025-05-14,quarta-feira,17:20:00,Anoitecer
27691,2025-05-14,quarta-feira,18:05:00,Anoitecer
27692,2025-05-14,quarta-feira,18:10:00,Plena Noite
27693,2025-05-14,quarta-feira,17:30:00,Anoitecer
27694,2025-05-14,quarta-feira,18:20:00,Plena Noite
27695,2025-05-14,quarta-feira,16:40:00,Pleno dia
27696,2025-05-14,quarta-feira,19:00:00,Plena Noite
27697,2025-05-14,quarta-feira,16:32:00,Pleno dia
27698,2025-05-14,quarta-feira,16:50:00,Pleno dia
27699,2025-05-14,quarta-feira,18:00:00,Anoitecer
27700,2025-05-14,quarta-feira,19:29:00,Plena Noite
27701,2025-05-14,quarta-feira,18:45:00,Plena Noite
27702,2025-05-14,quarta-feira,19:30:00,Plena Noite
27703,2025-05-14,quarta-feira,18:35:00,Anoitecer
27704,2025-05-14,quarta-feira,18:50:00,Plena Noite
27705,2025-05-14,quarta-feira,19:25:00,Plena Noite
27706,2025-05-14,quarta-feira,19:50:00,Plena Noite
27707,2025-05-14,quarta-feira,18:00:00,Plena Noite
27708,2025-05-14,quarta-feira,20:09:00,Plena Noite
27709,2025-05-14,quarta-feira,19:40:00,Plena Noite
27710,2025-05-14,quarta-feira,20:45:00,Plena Noite
27711,2025-05-14,quarta-feira,21:30:00,Plena Noite
27712,2025-05-14,quarta-feira,22:09:00,Plena Noite
27713,2025-05-14,quarta-feira,22:50:00,Plena Noite
27714,2025-05-14,quarta-feira,22:20:00,Plena Noite
27715,2025-05-14,quarta-feira,23:00:00,Plena Noite
27716,2025-05-14,quarta-feira,22:00:00,Plena Noite
27717,2025-05-14,quarta-feira,23:35:00,Plena Noite
27718,2025-05-15,quinta-feira,00:05:00,Plena Noite
27719,2025-05-14,quarta-feira,11:00:00,Pleno dia
27720,2025-05-14,quarta-feira,20:44:00,Plena Noite
27721,2025-05-15,quinta-feira,00:35:00,Plena Noite
27722,2025-05-15,quinta-feira,04:15:00,Amanhecer
27723,2025-05-15,quinta-feira,03:30:00,Plena Noite
27724,2025-05-14,quarta-feira,20:10:00,Plena Noite
27725,2025-05-15,quinta-feira,06:10:00,Plena Noite
27726,2025-05-15,quinta-feira,07:26:00,Pleno dia
27727,2025-05-15,quinta-feira,07:12:00,Pleno dia
27728,2025-05-15,quinta-feira,05:45:00,Amanhecer
27729,2025-02-13,quinta-feira,07:10:00,Pleno dia
27730,2025-05-15,quinta-feira,07:15:00,Pleno dia
27731,2025-05-15,quinta-feira,06:10:00,Pleno dia
27732,2025-05-15,quinta-feira,07:40:00,Pleno dia
27733,2025-05-15,quinta-feira,07:45:00,Pleno dia
27734,2025-05-15,quinta-feira,07:50:00,Pleno dia
27735,2025-05-15,quinta-feira,06:50:00,Pleno dia
27736,2025-04-30,quarta-feira,18:10:00,Plena Noite
27737,2025-04-26,sábado,03:05:00,Plena Noite
27738,2025-05-15,quinta-feira,08:35:00,Pleno dia
27739,2025-05-15,quinta-feira,08:08:00,Pleno dia
27740,2025-05-15,quinta-feira,08:33:00,Pleno dia
27741,2025-05-15,quinta-feira,08:07:00,Pleno dia
27742,2025-05-15,quinta-feira,08:05:00,Pleno dia
27743,2025-05-15,quinta-feira,09:15:00,Pleno dia
27744,2025-04-29,terça-feira,08:40:00,Pleno dia
27745,2025-05-15,quinta-feira,10:05:00,Pleno dia
27746,2025-05-15,quinta-feira,10:15:00,Pleno dia
27747,2025-05-15,quinta-feira,08:20:00,Pleno dia
27748,2025-05-15,quinta-feira,10:50:00,Pleno dia
27749,2025-05-15,quinta-feira,10:00:00,Pleno dia
27750,2025-05-15,quinta-feira,09:45:00,Pleno dia
27751,2025-04-01,terça-feira,20:25:00,Plena Noite
27752,2025-03-28,sexta-feira,23:30:00,Plena Noite
27753,2025-05-15,quinta-feira,12:30:00,Pleno dia
27754,2025-05-15,quinta-feira,11:57:00,Pleno dia
27755,2025-05-15,quinta-feira,09:30:00,Pleno dia
27756,2025-05-15,quinta-feira,11:00:00,Pleno dia
27757,2025-05-15,quinta-feira,11:30:00,Pleno dia
27758,2025-05-15,quinta-feira,07:10:00,Pleno dia
27759,2025-05-15,quinta-feira,13:40:00,Pleno dia
27760,2025-05-15,quinta-feira,13:20:00,Pleno dia
27761,2025-05-15,quinta-feira,14:30:00,Pleno dia
27762,2025-05-15,quinta-feira,14:25:00,Pleno dia
27763,2025-05-15,quinta-feira,15:55:00,Pleno dia
27764,2025-05-15,quinta-feira,16:20:00,Pleno dia
27765,2025-05-15,quinta-feira,15:25:00,Pleno dia
27766,2025-05-15,quinta-feira,10:24:00,Pleno dia
27767,2025-05-15,quinta-feira,15:35:00,Pleno dia
27768,2025-05-15,quinta-feira,17:00:00,Anoitecer
27769,2025-05-15,quinta-feira,15:50:00,Pleno dia
27770,2025-05-15,quinta-feira,16:30:00,Pleno dia
27771,2025-05-15,quinta-feira,17:30:00,Pleno dia
27772,2025-05-15,quinta-feira,16:40:00,Pleno dia
27773,2025-05-15,quinta-feira,17:30:00,Plena Noite
27774,2025-05-15,quinta-feira,18:10:00,Plena Noite
27775,2025-05-15,quinta-feira,16:03:00,Pleno dia
27776,2025-05-15,quinta-feira,18:20:00,Plena Noite
27777,2025-05-15,quinta-feira,17:40:00,Pleno dia
27778,2025-05-15,quinta-feira,18:30:00,Anoitecer
27779,2025-05-15,quinta-feira,18:09:00,Plena Noite
27780,2025-05-15,quinta-feira,18:45:00,Anoitecer
27781,2025-05-15,quinta-feira,18:35:00,Plena Noite
27782,2025-05-15,quinta-feira,19:10:00,Plena Noite
27783,2025-05-15,quinta-feira,18:20:00,Anoitecer
27784,2025-05-15,quinta-feira,19:40:00,Anoitecer
27785,2025-05-15,quinta-feira,17:20:00,Anoitecer
27786,2025-05-15,quinta-feira,19:30:00,Pleno dia
27787,2025-05-15,quinta-feira,18:59:00,Plena Noite
27788,2025-05-15,quinta-feira,18:15:00,Plena Noite
27789,2025-05-15,quinta-feira,19:45:00,Plena Noite
27790,2025-05-15,quinta-feira,20:20:00,Plena Noite
27791,2025-05-15,quinta-feira,20:00:00,Plena Noite
27792,2025-04-18,sexta-feira,17:40:00,Anoitecer
27793,2025-05-15,quinta-feira,19:55:00,Plena Noite
27794,2025-05-15,quinta-feira,18:30:00,Plena Noite
27795,2025-05-15,quinta-feira,20:50:00,Plena Noite
27796,2025-05-15,quinta-feira,18:50:00,Anoitecer
27797,2025-05-15,quinta-feira,21:25:00,Plena Noite
27798,2025-05-15,quinta-feira,22:10:00,Plena Noite
27799,2025-05-15,quinta-feira,22:40:00,Plena Noite
27800,2025-05-16,sexta-feira,01:20:00,Plena Noite
27801,2025-05-16,sexta-feira,01:28:00,Plena Noite
27802,2025-05-16,sexta-feira,01:00:00,Plena Noite
27803,2025-05-16,sexta-feira,02:50:00,Plena Noite
27804,2025-05-16,sexta-feira,06:15:00,Amanhecer
27805,2025-05-15,quinta-feira,23:45:00,Plena Noite
27806,2025-05-16,sexta-feira,05:50:00,Amanhecer
27807,2025-05-16,sexta-feira,06:45:00,Pleno dia
27808,2025-05-16,sexta-feira,06:45:00,Amanhecer
27809,2025-05-16,sexta-feira,06:50:00,Pleno dia
27810,2025-05-16,sexta-feira,07:00:00,Pleno dia
27811,2025-05-16,sexta-feira,07:05:00,Pleno dia
27812,2025-05-16,sexta-feira,07:20:00,Pleno dia
27813,2025-05-16,sexta-feira,08:30:00,Pleno dia
